domain,"domain_type","domain_wc","match_depth","sort_order"
"báhcavuotna.no",ICANN,"*.xn--bhcavuotna-s4a.no",3,1
"báhcavuotna.no",ICANN,"xn--bhcavuotna-s4a.no",3,1
"bahccavuotna.no",ICANN,"*.bahccavuotna.no",3,1
"bahccavuotna.no",ICANN,"bahccavuotna.no",3,1
"báhccavuotna.no",ICANN,"*.báhccavuotna.no",3,1
"báhccavuotna.no",ICANN,"báhccavuotna.no",3,1
"báhccavuotna.no",ICANN,"*.xn--bhccavuotna-k7a.no",3,1
"báhccavuotna.no",ICANN,"xn--bhccavuotna-k7a.no",3,1
"baidar.no",ICANN,"*.baidar.no",3,1
"baidar.no",ICANN,"baidar.no",3,1
"báidár.no",ICANN,"*.báidár.no",3,1
"báidár.no",ICANN,"báidár.no",3,1
"báidár.no",ICANN,"*.xn--bidr-5nac.no",3,1
"báidár.no",ICANN,"xn--bidr-5nac.no",3,1
"bajddar.no",ICANN,"*.bajddar.no",3,1
"bajddar.no",ICANN,"bajddar.no",3,1
"bájddar.no",ICANN,"*.bájddar.no",3,1
"bájddar.no",ICANN,"bájddar.no",3,1
"bájddar.no",ICANN,"*.xn--bjddar-pta.no",3,1
"bájddar.no",ICANN,"xn--bjddar-pta.no",3,1
"balat.no",ICANN,"*.balat.no",3,1
"balat.no",ICANN,"balat.no",3,1
"bálát.no",ICANN,"*.bálát.no",3,1
"bálát.no",ICANN,"bálát.no",3,1
"bálát.no",ICANN,"*.xn--blt-elab.no",3,1
"bálát.no",ICANN,"xn--blt-elab.no",3,1
"balestrand.no",ICANN,"*.balestrand.no",3,1
"balestrand.no",ICANN,"balestrand.no",3,1
"ballangen.no",ICANN,"*.ballangen.no",3,1
"ballangen.no",ICANN,"ballangen.no",3,1
"balsfjord.no",ICANN,"*.balsfjord.no",3,1
"balsfjord.no",ICANN,"balsfjord.no",3,1
"bamble.no",ICANN,"*.bamble.no",3,1
"bamble.no",ICANN,"bamble.no",3,1
"bardu.no",ICANN,"*.bardu.no",3,1
"bardu.no",ICANN,"bardu.no",3,1
"barum.no",ICANN,"*.barum.no",3,1
"barum.no",ICANN,"barum.no",3,1
"batsfjord.no",ICANN,"*.batsfjord.no",3,1
"batsfjord.no",ICANN,"batsfjord.no",3,1
"båtsfjord.no",ICANN,"*.båtsfjord.no",3,1
"båtsfjord.no",ICANN,"båtsfjord.no",3,1
"båtsfjord.no",ICANN,"*.xn--btsfjord-9za.no",3,1
"båtsfjord.no",ICANN,"xn--btsfjord-9za.no",3,1
"bearalvahki.no",ICANN,"*.bearalvahki.no",3,1
"bearalvahki.no",ICANN,"bearalvahki.no",3,1
"bearalváhki.no",ICANN,"*.bearalváhki.no",3,1
"bearalváhki.no",ICANN,"bearalváhki.no",3,1
"bearalváhki.no",ICANN,"*.xn--bearalvhki-y4a.no",3,1
"bearalváhki.no",ICANN,"xn--bearalvhki-y4a.no",3,1
"beardu.no",ICANN,"*.beardu.no",3,1
"beardu.no",ICANN,"beardu.no",3,1
"beiarn.no",ICANN,"*.beiarn.no",3,1
"beiarn.no",ICANN,"beiarn.no",3,1
"berg.no",ICANN,"*.berg.no",3,1
"berg.no",ICANN,"berg.no",3,1
"bergen.no",ICANN,"*.bergen.no",3,1
"bergen.no",ICANN,"bergen.no",3,1
"berlevag.no",ICANN,"*.berlevag.no",3,1
"berlevag.no",ICANN,"berlevag.no",3,1
"berlevåg.no",ICANN,"*.berlevåg.no",3,1
"berlevåg.no",ICANN,"berlevåg.no",3,1
"berlevåg.no",ICANN,"*.xn--berlevg-jxa.no",3,1
"berlevåg.no",ICANN,"xn--berlevg-jxa.no",3,1
"bievat.no",ICANN,"*.bievat.no",3,1
"bievat.no",ICANN,"bievat.no",3,1
"bievát.no",ICANN,"*.bievát.no",3,1
"bievát.no",ICANN,"bievát.no",3,1
"bievát.no",ICANN,"*.xn--bievt-0qa.no",3,1
"bievát.no",ICANN,"xn--bievt-0qa.no",3,1
"bindal.no",ICANN,"*.bindal.no",3,1
"bindal.no",ICANN,"bindal.no",3,1
"birkenes.no",ICANN,"*.birkenes.no",3,1
"birkenes.no",ICANN,"birkenes.no",3,1
"bjarkoy.no",ICANN,"*.bjarkoy.no",3,1
"bjarkoy.no",ICANN,"bjarkoy.no",3,1
"bjarkøy.no",ICANN,"*.bjarkøy.no",3,1
"bjarkøy.no",ICANN,"bjarkøy.no",3,1
"bjarkøy.no",ICANN,"*.xn--bjarky-fya.no",3,1
"bjarkøy.no",ICANN,"xn--bjarky-fya.no",3,1
"bjerkreim.no",ICANN,"*.bjerkreim.no",3,1
"bjerkreim.no",ICANN,"bjerkreim.no",3,1
"bjugn.no",ICANN,"*.bjugn.no",3,1
"bjugn.no",ICANN,"bjugn.no",3,1
"bodo.no",ICANN,"*.bodo.no",3,1
"bodo.no",ICANN,"bodo.no",3,1
"bodø.no",ICANN,"*.bodø.no",3,1
"bodø.no",ICANN,"bodø.no",3,1
"bodø.no",ICANN,"*.xn--bod-2na.no",3,1
"bodø.no",ICANN,"xn--bod-2na.no",3,1
"bokn.no",ICANN,"*.bokn.no",3,1
"bokn.no",ICANN,"bokn.no",3,1
"bomlo.no",ICANN,"*.bomlo.no",3,1
"bomlo.no",ICANN,"bomlo.no",3,1
"bømlo.no",ICANN,"*.bømlo.no",3,1
"bømlo.no",ICANN,"bømlo.no",3,1
"bømlo.no",ICANN,"*.xn--bmlo-gra.no",3,1
"bømlo.no",ICANN,"xn--bmlo-gra.no",3,1
"bremanger.no",ICANN,"*.bremanger.no",3,1
"bremanger.no",ICANN,"bremanger.no",3,1
"bronnoy.no",ICANN,"*.bronnoy.no",3,1
"bronnoy.no",ICANN,"bronnoy.no",3,1
"brønnøy.no",ICANN,"*.brønnøy.no",3,1
"brønnøy.no",ICANN,"brønnøy.no",3,1
"brønnøy.no",ICANN,"*.xn--brnny-wuac.no",3,1
"brønnøy.no",ICANN,"xn--brnny-wuac.no",3,1
"budejju.no",ICANN,"*.budejju.no",3,1
"budejju.no",ICANN,"budejju.no",3,1
"bygland.no",ICANN,"*.bygland.no",3,1
"bygland.no",ICANN,"bygland.no",3,1
"bykle.no",ICANN,"*.bykle.no",3,1
"bykle.no",ICANN,"bykle.no",3,1
"cahcesuolo.no",ICANN,"*.cahcesuolo.no",3,1
"cahcesuolo.no",ICANN,"cahcesuolo.no",3,1
"čáhcesuolo.no",ICANN,"*.čáhcesuolo.no",3,1
"čáhcesuolo.no",ICANN,"čáhcesuolo.no",3,1
"čáhcesuolo.no",ICANN,"*.xn--hcesuolo-7ya35b.no",3,1
"čáhcesuolo.no",ICANN,"xn--hcesuolo-7ya35b.no",3,1
"davvenjarga.no",ICANN,"*.davvenjarga.no",3,1
"davvenjarga.no",ICANN,"davvenjarga.no",3,1
"davvenjárga.no",ICANN,"*.davvenjárga.no",3,1
"davvenjárga.no",ICANN,"davvenjárga.no",3,1
"davvenjárga.no",ICANN,"*.xn--davvenjrga-y4a.no",3,1
"davvenjárga.no",ICANN,"xn--davvenjrga-y4a.no",3,1
"davvesiida.no",ICANN,"*.davvesiida.no",3,1
"davvesiida.no",ICANN,"davvesiida.no",3,1
"deatnu.no",ICANN,"*.deatnu.no",3,1
"deatnu.no",ICANN,"deatnu.no",3,1
"dielddanuorri.no",ICANN,"*.dielddanuorri.no",3,1
"dielddanuorri.no",ICANN,"dielddanuorri.no",3,1
"divtasvuodna.no",ICANN,"*.divtasvuodna.no",3,1
"divtasvuodna.no",ICANN,"divtasvuodna.no",3,1
"divttasvuotna.no",ICANN,"*.divttasvuotna.no",3,1
"divttasvuotna.no",ICANN,"divttasvuotna.no",3,1
"donna.no",ICANN,"*.donna.no",3,1
"donna.no",ICANN,"donna.no",3,1
"dønna.no",ICANN,"*.dønna.no",3,1
"dønna.no",ICANN,"dønna.no",3,1
"dønna.no",ICANN,"*.xn--dnna-gra.no",3,1
"dønna.no",ICANN,"xn--dnna-gra.no",3,1
"dovre.no",ICANN,"*.dovre.no",3,1
"dovre.no",ICANN,"dovre.no",3,1
"drammen.no",ICANN,"*.drammen.no",3,1
"drammen.no",ICANN,"drammen.no",3,1
"drangedal.no",ICANN,"*.drangedal.no",3,1
"drangedal.no",ICANN,"drangedal.no",3,1
"dyroy.no",ICANN,"*.dyroy.no",3,1
"dyroy.no",ICANN,"dyroy.no",3,1
"dyrøy.no",ICANN,"*.dyrøy.no",3,1
"dyrøy.no",ICANN,"dyrøy.no",3,1
"dyrøy.no",ICANN,"*.xn--dyry-ira.no",3,1
"dyrøy.no",ICANN,"xn--dyry-ira.no",3,1
"eid.no",ICANN,"*.eid.no",3,1
"eid.no",ICANN,"eid.no",3,1
"eidfjord.no",ICANN,"*.eidfjord.no",3,1
"eidfjord.no",ICANN,"eidfjord.no",3,1
"eidsberg.no",ICANN,"*.eidsberg.no",3,1
"eidsberg.no",ICANN,"eidsberg.no",3,1
"eidskog.no",ICANN,"*.eidskog.no",3,1
"eidskog.no",ICANN,"eidskog.no",3,1
"eidsvoll.no",ICANN,"*.eidsvoll.no",3,1
"eidsvoll.no",ICANN,"eidsvoll.no",3,1
"eigersund.no",ICANN,"*.eigersund.no",3,1
"eigersund.no",ICANN,"eigersund.no",3,1
"elverum.no",ICANN,"*.elverum.no",3,1
"elverum.no",ICANN,"elverum.no",3,1
"enebakk.no",ICANN,"*.enebakk.no",3,1
"enebakk.no",ICANN,"enebakk.no",3,1
"engerdal.no",ICANN,"*.engerdal.no",3,1
"engerdal.no",ICANN,"engerdal.no",3,1
"etne.no",ICANN,"*.etne.no",3,1
"etne.no",ICANN,"etne.no",3,1
"etnedal.no",ICANN,"*.etnedal.no",3,1
"etnedal.no",ICANN,"etnedal.no",3,1
"evenassi.no",ICANN,"*.evenassi.no",3,1
"evenassi.no",ICANN,"evenassi.no",3,1
"evenášši.no",ICANN,"*.evenášši.no",3,1
"evenášši.no",ICANN,"evenášši.no",3,1
"evenášši.no",ICANN,"*.xn--eveni-0qa01ga.no",3,1
"evenášši.no",ICANN,"xn--eveni-0qa01ga.no",3,1
"evenes.no",ICANN,"*.evenes.no",3,1
"evenes.no",ICANN,"evenes.no",3,1
"evje-og-hornnes.no",ICANN,"*.evje-og-hornnes.no",3,1
"evje-og-hornnes.no",ICANN,"evje-og-hornnes.no",3,1
"farsund.no",ICANN,"*.farsund.no",3,1
"farsund.no",ICANN,"farsund.no",3,1
"fauske.no",ICANN,"*.fauske.no",3,1
"fauske.no",ICANN,"fauske.no",3,1
"fedje.no",ICANN,"*.fedje.no",3,1
"fedje.no",ICANN,"fedje.no",3,1
"fet.no",ICANN,"*.fet.no",3,1
"fet.no",ICANN,"fet.no",3,1
"finnoy.no",ICANN,"*.finnoy.no",3,1
"finnoy.no",ICANN,"finnoy.no",3,1
"finnøy.no",ICANN,"*.finnøy.no",3,1
"finnøy.no",ICANN,"finnøy.no",3,1
"finnøy.no",ICANN,"*.xn--finny-yua.no",3,1
"finnøy.no",ICANN,"xn--finny-yua.no",3,1
"fitjar.no",ICANN,"*.fitjar.no",3,1
"fitjar.no",ICANN,"fitjar.no",3,1
"fjaler.no",ICANN,"*.fjaler.no",3,1
"fjaler.no",ICANN,"fjaler.no",3,1
"fjell.no",ICANN,"*.fjell.no",3,1
"fjell.no",ICANN,"fjell.no",3,1
"fla.no",ICANN,"*.fla.no",3,1
"fla.no",ICANN,"fla.no",3,1
"flå.no",ICANN,"*.flå.no",3,1
"flå.no",ICANN,"flå.no",3,1
"flå.no",ICANN,"*.xn--fl-zia.no",3,1
"flå.no",ICANN,"xn--fl-zia.no",3,1
"flakstad.no",ICANN,"*.flakstad.no",3,1
"flakstad.no",ICANN,"flakstad.no",3,1
"flatanger.no",ICANN,"*.flatanger.no",3,1
"flatanger.no",ICANN,"flatanger.no",3,1
"flekkefjord.no",ICANN,"*.flekkefjord.no",3,1
"flekkefjord.no",ICANN,"flekkefjord.no",3,1
"flesberg.no",ICANN,"*.flesberg.no",3,1
"flesberg.no",ICANN,"flesberg.no",3,1
"flora.no",ICANN,"*.flora.no",3,1
"flora.no",ICANN,"flora.no",3,1
"folldal.no",ICANN,"*.folldal.no",3,1
"folldal.no",ICANN,"folldal.no",3,1
"forde.no",ICANN,"*.forde.no",3,1
"forde.no",ICANN,"forde.no",3,1
"førde.no",ICANN,"*.førde.no",3,1
"førde.no",ICANN,"førde.no",3,1
"førde.no",ICANN,"*.xn--frde-gra.no",3,1
"førde.no",ICANN,"xn--frde-gra.no",3,1
"forsand.no",ICANN,"*.forsand.no",3,1
"forsand.no",ICANN,"forsand.no",3,1
"fosnes.no",ICANN,"*.fosnes.no",3,1
"fosnes.no",ICANN,"fosnes.no",3,1
"fræna.no",ICANN,"*.fræna.no",3,1
"fræna.no",ICANN,"fræna.no",3,1
"fræna.no",ICANN,"*.xn--frna-woa.no",3,1
"fræna.no",ICANN,"xn--frna-woa.no",3,1
"frana.no",ICANN,"*.frana.no",3,1
"frana.no",ICANN,"frana.no",3,1
"frei.no",ICANN,"*.frei.no",3,1
"frei.no",ICANN,"frei.no",3,1
"frogn.no",ICANN,"*.frogn.no",3,1
"frogn.no",ICANN,"frogn.no",3,1
"froland.no",ICANN,"*.froland.no",3,1
"froland.no",ICANN,"froland.no",3,1
"frosta.no",ICANN,"*.frosta.no",3,1
"frosta.no",ICANN,"frosta.no",3,1
"froya.no",ICANN,"*.froya.no",3,1
"froya.no",ICANN,"froya.no",3,1
"frøya.no",ICANN,"*.frøya.no",3,1
"frøya.no",ICANN,"frøya.no",3,1
"frøya.no",ICANN,"*.xn--frya-hra.no",3,1
"frøya.no",ICANN,"xn--frya-hra.no",3,1
"fuoisku.no",ICANN,"*.fuoisku.no",3,1
"fuoisku.no",ICANN,"fuoisku.no",3,1
"fuossko.no",ICANN,"*.fuossko.no",3,1
"fuossko.no",ICANN,"fuossko.no",3,1
"fusa.no",ICANN,"*.fusa.no",3,1
"fusa.no",ICANN,"fusa.no",3,1
"fyresdal.no",ICANN,"*.fyresdal.no",3,1
"fyresdal.no",ICANN,"fyresdal.no",3,1
"gaivuotna.no",ICANN,"*.gaivuotna.no",3,1
"gaivuotna.no",ICANN,"gaivuotna.no",3,1
"gáivuotna.no",ICANN,"*.gáivuotna.no",3,1
"gáivuotna.no",ICANN,"gáivuotna.no",3,1
"gáivuotna.no",ICANN,"*.xn--givuotna-8ya.no",3,1
"gáivuotna.no",ICANN,"xn--givuotna-8ya.no",3,1
"galsa.no",ICANN,"*.galsa.no",3,1
"galsa.no",ICANN,"galsa.no",3,1
"gálsá.no",ICANN,"*.gálsá.no",3,1
"gálsá.no",ICANN,"gálsá.no",3,1
"gálsá.no",ICANN,"*.xn--gls-elac.no",3,1
"gálsá.no",ICANN,"xn--gls-elac.no",3,1
"gamvik.no",ICANN,"*.gamvik.no",3,1
"gamvik.no",ICANN,"gamvik.no",3,1
"gangaviika.no",ICANN,"*.gangaviika.no",3,1
"gangaviika.no",ICANN,"gangaviika.no",3,1
"gáŋgaviika.no",ICANN,"*.gáŋgaviika.no",3,1
"gáŋgaviika.no",ICANN,"gáŋgaviika.no",3,1
"gáŋgaviika.no",ICANN,"*.xn--ggaviika-8ya47h.no",3,1
"gáŋgaviika.no",ICANN,"xn--ggaviika-8ya47h.no",3,1
"gaular.no",ICANN,"*.gaular.no",3,1
"gaular.no",ICANN,"gaular.no",3,1
"gausdal.no",ICANN,"*.gausdal.no",3,1
"gausdal.no",ICANN,"gausdal.no",3,1
"giehtavuoatna.no",ICANN,"*.giehtavuoatna.no",3,1
"giehtavuoatna.no",ICANN,"giehtavuoatna.no",3,1
"gildeskal.no",ICANN,"*.gildeskal.no",3,1
"gildeskal.no",ICANN,"gildeskal.no",3,1
"gildeskål.no",ICANN,"*.gildeskål.no",3,1
"gildeskål.no",ICANN,"gildeskål.no",3,1
"gildeskål.no",ICANN,"*.xn--gildeskl-g0a.no",3,1
"gildeskål.no",ICANN,"xn--gildeskl-g0a.no",3,1
"giske.no",ICANN,"*.giske.no",3,1
"giske.no",ICANN,"giske.no",3,1
"gjemnes.no",ICANN,"*.gjemnes.no",3,1
"gjemnes.no",ICANN,"gjemnes.no",3,1
"gjerdrum.no",ICANN,"*.gjerdrum.no",3,1
"gjerdrum.no",ICANN,"gjerdrum.no",3,1
"gjerstad.no",ICANN,"*.gjerstad.no",3,1
"gjerstad.no",ICANN,"gjerstad.no",3,1
"gjesdal.no",ICANN,"*.gjesdal.no",3,1
"gjesdal.no",ICANN,"gjesdal.no",3,1
"gjovik.no",ICANN,"*.gjovik.no",3,1
"gjovik.no",ICANN,"gjovik.no",3,1
"gjøvik.no",ICANN,"*.gjøvik.no",3,1
"gjøvik.no",ICANN,"gjøvik.no",3,1
"gjøvik.no",ICANN,"*.xn--gjvik-wua.no",3,1
"gjøvik.no",ICANN,"xn--gjvik-wua.no",3,1
"gloppen.no",ICANN,"*.gloppen.no",3,1
"gloppen.no",ICANN,"gloppen.no",3,1
"gol.no",ICANN,"*.gol.no",3,1
"gol.no",ICANN,"gol.no",3,1
"gran.no",ICANN,"*.gran.no",3,1
"gran.no",ICANN,"gran.no",3,1
"grane.no",ICANN,"*.grane.no",3,1
"grane.no",ICANN,"grane.no",3,1
"granvin.no",ICANN,"*.granvin.no",3,1
"granvin.no",ICANN,"granvin.no",3,1
"gratangen.no",ICANN,"*.gratangen.no",3,1
"gratangen.no",ICANN,"gratangen.no",3,1
"grimstad.no",ICANN,"*.grimstad.no",3,1
"grimstad.no",ICANN,"grimstad.no",3,1
"grong.no",ICANN,"*.grong.no",3,1
"grong.no",ICANN,"grong.no",3,1
"grue.no",ICANN,"*.grue.no",3,1
"grue.no",ICANN,"grue.no",3,1
"gulen.no",ICANN,"*.gulen.no",3,1
"gulen.no",ICANN,"gulen.no",3,1
"guovdageaidnu.no",ICANN,"*.guovdageaidnu.no",3,1
"guovdageaidnu.no",ICANN,"guovdageaidnu.no",3,1
"ha.no",ICANN,"*.ha.no",3,1
"ha.no",ICANN,"ha.no",3,1
"hå.no",ICANN,"*.hå.no",3,1
"hå.no",ICANN,"hå.no",3,1
"hå.no",ICANN,"*.xn--h-2fa.no",3,1
"hå.no",ICANN,"xn--h-2fa.no",3,1
"habmer.no",ICANN,"*.habmer.no",3,1
"habmer.no",ICANN,"habmer.no",3,1
"hábmer.no",ICANN,"*.hábmer.no",3,1
"hábmer.no",ICANN,"hábmer.no",3,1
"hábmer.no",ICANN,"*.xn--hbmer-xqa.no",3,1
"hábmer.no",ICANN,"xn--hbmer-xqa.no",3,1
"hadsel.no",ICANN,"*.hadsel.no",3,1
"hadsel.no",ICANN,"hadsel.no",3,1
"hægebostad.no",ICANN,"*.hægebostad.no",3,1
"hægebostad.no",ICANN,"hægebostad.no",3,1
"hægebostad.no",ICANN,"*.xn--hgebostad-g3a.no",3,1
"hægebostad.no",ICANN,"xn--hgebostad-g3a.no",3,1
"hagebostad.no",ICANN,"*.hagebostad.no",3,1
"hagebostad.no",ICANN,"hagebostad.no",3,1
"halden.no",ICANN,"*.halden.no",3,1
"halden.no",ICANN,"halden.no",3,1
"halsa.no",ICANN,"*.halsa.no",3,1
"halsa.no",ICANN,"halsa.no",3,1
"hamar.no",ICANN,"*.hamar.no",3,1
"hamar.no",ICANN,"hamar.no",3,1
"hamaroy.no",ICANN,"*.hamaroy.no",3,1
"hamaroy.no",ICANN,"hamaroy.no",3,1
"hammarfeasta.no",ICANN,"*.hammarfeasta.no",3,1
"hammarfeasta.no",ICANN,"hammarfeasta.no",3,1
"hámmárfeasta.no",ICANN,"*.hámmárfeasta.no",3,1
"hámmárfeasta.no",ICANN,"hámmárfeasta.no",3,1
"hámmárfeasta.no",ICANN,"*.xn--hmmrfeasta-s4ac.no",3,1
"hámmárfeasta.no",ICANN,"xn--hmmrfeasta-s4ac.no",3,1
"hammerfest.no",ICANN,"*.hammerfest.no",3,1
"hammerfest.no",ICANN,"hammerfest.no",3,1
"hapmir.no",ICANN,"*.hapmir.no",3,1
"hapmir.no",ICANN,"hapmir.no",3,1
"hápmir.no",ICANN,"*.hápmir.no",3,1
"hápmir.no",ICANN,"hápmir.no",3,1
"hápmir.no",ICANN,"*.xn--hpmir-xqa.no",3,1
"hápmir.no",ICANN,"xn--hpmir-xqa.no",3,1
"haram.no",ICANN,"*.haram.no",3,1
"haram.no",ICANN,"haram.no",3,1
"hareid.no",ICANN,"*.hareid.no",3,1
"hareid.no",ICANN,"hareid.no",3,1
"harstad.no",ICANN,"*.harstad.no",3,1
"harstad.no",ICANN,"harstad.no",3,1
"hasvik.no",ICANN,"*.hasvik.no",3,1
"hasvik.no",ICANN,"hasvik.no",3,1
"hattfjelldal.no",ICANN,"*.hattfjelldal.no",3,1
"hattfjelldal.no",ICANN,"hattfjelldal.no",3,1
"haugesund.no",ICANN,"*.haugesund.no",3,1
"haugesund.no",ICANN,"haugesund.no",3,1
"hemne.no",ICANN,"*.hemne.no",3,1
"hemne.no",ICANN,"hemne.no",3,1
"hemnes.no",ICANN,"*.hemnes.no",3,1
"hemnes.no",ICANN,"hemnes.no",3,1
"hemsedal.no",ICANN,"*.hemsedal.no",3,1
"hemsedal.no",ICANN,"hemsedal.no",3,1
"hitra.no",ICANN,"*.hitra.no",3,1
"hitra.no",ICANN,"hitra.no",3,1
"hjartdal.no",ICANN,"*.hjartdal.no",3,1
"hjartdal.no",ICANN,"hjartdal.no",3,1
"hjelmeland.no",ICANN,"*.hjelmeland.no",3,1
"hjelmeland.no",ICANN,"hjelmeland.no",3,1
"hobol.no",ICANN,"*.hobol.no",3,1
"hobol.no",ICANN,"hobol.no",3,1
"hobøl.no",ICANN,"*.hobøl.no",3,1
"hobøl.no",ICANN,"hobøl.no",3,1
"hobøl.no",ICANN,"*.xn--hobl-ira.no",3,1
"hobøl.no",ICANN,"xn--hobl-ira.no",3,1
"hof.no",ICANN,"*.hof.no",3,1
"hof.no",ICANN,"hof.no",3,1
"hol.no",ICANN,"*.hol.no",3,1
"hol.no",ICANN,"hol.no",3,1
"hole.no",ICANN,"*.hole.no",3,1
"hole.no",ICANN,"hole.no",3,1
"holmestrand.no",ICANN,"*.holmestrand.no",3,1
"holmestrand.no",ICANN,"holmestrand.no",3,1
"holtalen.no",ICANN,"*.holtalen.no",3,1
"holtalen.no",ICANN,"holtalen.no",3,1
"holtålen.no",ICANN,"*.holtålen.no",3,1
"holtålen.no",ICANN,"holtålen.no",3,1
"holtålen.no",ICANN,"*.xn--holtlen-hxa.no",3,1
"holtålen.no",ICANN,"xn--holtlen-hxa.no",3,1
"hornindal.no",ICANN,"*.hornindal.no",3,1
"hornindal.no",ICANN,"hornindal.no",3,1
"horten.no",ICANN,"*.horten.no",3,1
"horten.no",ICANN,"horten.no",3,1
"hoyanger.no",ICANN,"*.hoyanger.no",3,1
"hoyanger.no",ICANN,"hoyanger.no",3,1
"høyanger.no",ICANN,"*.høyanger.no",3,1
"høyanger.no",ICANN,"høyanger.no",3,1
"høyanger.no",ICANN,"*.xn--hyanger-q1a.no",3,1
"høyanger.no",ICANN,"xn--hyanger-q1a.no",3,1
"hoylandet.no",ICANN,"*.hoylandet.no",3,1
"hoylandet.no",ICANN,"hoylandet.no",3,1
"høylandet.no",ICANN,"*.høylandet.no",3,1
"høylandet.no",ICANN,"høylandet.no",3,1
"høylandet.no",ICANN,"*.xn--hylandet-54a.no",3,1
"høylandet.no",ICANN,"xn--hylandet-54a.no",3,1
"hurdal.no",ICANN,"*.hurdal.no",3,1
"hurdal.no",ICANN,"hurdal.no",3,1
"hurum.no",ICANN,"*.hurum.no",3,1
"hurum.no",ICANN,"hurum.no",3,1
"hvaler.no",ICANN,"*.hvaler.no",3,1
"hvaler.no",ICANN,"hvaler.no",3,1
"hyllestad.no",ICANN,"*.hyllestad.no",3,1
"hyllestad.no",ICANN,"hyllestad.no",3,1
"ibestad.no",ICANN,"*.ibestad.no",3,1
"ibestad.no",ICANN,"ibestad.no",3,1
"inderoy.no",ICANN,"*.inderoy.no",3,1
"inderoy.no",ICANN,"inderoy.no",3,1
"inderøy.no",ICANN,"*.inderøy.no",3,1
"inderøy.no",ICANN,"inderøy.no",3,1
"inderøy.no",ICANN,"*.xn--indery-fya.no",3,1
"inderøy.no",ICANN,"xn--indery-fya.no",3,1
"iveland.no",ICANN,"*.iveland.no",3,1
"iveland.no",ICANN,"iveland.no",3,1
"ivgu.no",ICANN,"*.ivgu.no",3,1
"ivgu.no",ICANN,"ivgu.no",3,1
"jevnaker.no",ICANN,"*.jevnaker.no",3,1
"jevnaker.no",ICANN,"jevnaker.no",3,1
"jolster.no",ICANN,"*.jolster.no",3,1
"jolster.no",ICANN,"jolster.no",3,1
"jølster.no",ICANN,"*.jølster.no",3,1
"jølster.no",ICANN,"jølster.no",3,1
"jølster.no",ICANN,"*.xn--jlster-bya.no",3,1
"jølster.no",ICANN,"xn--jlster-bya.no",3,1
"jondal.no",ICANN,"*.jondal.no",3,1
"jondal.no",ICANN,"jondal.no",3,1
"kafjord.no",ICANN,"*.kafjord.no",3,1
"kafjord.no",ICANN,"kafjord.no",3,1
"kåfjord.no",ICANN,"*.kåfjord.no",3,1
"kåfjord.no",ICANN,"kåfjord.no",3,1
"kåfjord.no",ICANN,"*.xn--kfjord-iua.no",3,1
"kåfjord.no",ICANN,"xn--kfjord-iua.no",3,1
"karasjohka.no",ICANN,"*.karasjohka.no",3,1
"karasjohka.no",ICANN,"karasjohka.no",3,1
"kárášjohka.no",ICANN,"*.kárášjohka.no",3,1
"kárášjohka.no",ICANN,"kárášjohka.no",3,1
"kárášjohka.no",ICANN,"*.xn--krjohka-hwab49j.no",3,1
"kárášjohka.no",ICANN,"xn--krjohka-hwab49j.no",3,1
"karasjok.no",ICANN,"*.karasjok.no",3,1
"karasjok.no",ICANN,"karasjok.no",3,1
"karlsoy.no",ICANN,"*.karlsoy.no",3,1
"karlsoy.no",ICANN,"karlsoy.no",3,1
"karmoy.no",ICANN,"*.karmoy.no",3,1
"karmoy.no",ICANN,"karmoy.no",3,1
"karmøy.no",ICANN,"*.karmøy.no",3,1
"karmøy.no",ICANN,"karmøy.no",3,1
"karmøy.no",ICANN,"*.xn--karmy-yua.no",3,1
"karmøy.no",ICANN,"xn--karmy-yua.no",3,1
"kautokeino.no",ICANN,"*.kautokeino.no",3,1
"kautokeino.no",ICANN,"kautokeino.no",3,1
"klabu.no",ICANN,"*.klabu.no",3,1
"klabu.no",ICANN,"klabu.no",3,1
"klæbu.no",ICANN,"*.klæbu.no",3,1
"klæbu.no",ICANN,"klæbu.no",3,1
"klæbu.no",ICANN,"*.xn--klbu-woa.no",3,1
"klæbu.no",ICANN,"xn--klbu-woa.no",3,1
"klepp.no",ICANN,"*.klepp.no",3,1
"klepp.no",ICANN,"klepp.no",3,1
"kongsberg.no",ICANN,"*.kongsberg.no",3,1
"kongsberg.no",ICANN,"kongsberg.no",3,1
"kongsvinger.no",ICANN,"*.kongsvinger.no",3,1
"kongsvinger.no",ICANN,"kongsvinger.no",3,1
"kraanghke.no",ICANN,"*.kraanghke.no",3,1
"kraanghke.no",ICANN,"kraanghke.no",3,1
"kråanghke.no",ICANN,"*.kråanghke.no",3,1
"kråanghke.no",ICANN,"kråanghke.no",3,1
"kråanghke.no",ICANN,"*.xn--kranghke-b0a.no",3,1
"kråanghke.no",ICANN,"xn--kranghke-b0a.no",3,1
"kragero.no",ICANN,"*.kragero.no",3,1
"kragero.no",ICANN,"kragero.no",3,1
"kragerø.no",ICANN,"*.kragerø.no",3,1
"kragerø.no",ICANN,"kragerø.no",3,1
"kragerø.no",ICANN,"*.xn--krager-gya.no",3,1
"kragerø.no",ICANN,"xn--krager-gya.no",3,1
"kristiansand.no",ICANN,"*.kristiansand.no",3,1
"kristiansand.no",ICANN,"kristiansand.no",3,1
