domain,"domain_type","domain_wc","match_depth","sort_order"
"hekinan.aichi.jp",ICANN,"*.hekinan.aichi.jp",4,2
"hekinan.aichi.jp",ICANN,"hekinan.aichi.jp",4,2
"higashiura.aichi.jp",ICANN,"*.higashiura.aichi.jp",4,2
"higashiura.aichi.jp",ICANN,"higashiura.aichi.jp",4,2
"ichinomiya.aichi.jp",ICANN,"*.ichinomiya.aichi.jp",4,2
"ichinomiya.aichi.jp",ICANN,"ichinomiya.aichi.jp",4,2
"inazawa.aichi.jp",ICANN,"*.inazawa.aichi.jp",4,2
"inazawa.aichi.jp",ICANN,"inazawa.aichi.jp",4,2
"inuyama.aichi.jp",ICANN,"*.inuyama.aichi.jp",4,2
"inuyama.aichi.jp",ICANN,"inuyama.aichi.jp",4,2
"isshiki.aichi.jp",ICANN,"*.isshiki.aichi.jp",4,2
"isshiki.aichi.jp",ICANN,"isshiki.aichi.jp",4,2
"iwakura.aichi.jp",ICANN,"*.iwakura.aichi.jp",4,2
"iwakura.aichi.jp",ICANN,"iwakura.aichi.jp",4,2
"kanie.aichi.jp",ICANN,"*.kanie.aichi.jp",4,2
"kanie.aichi.jp",ICANN,"kanie.aichi.jp",4,2
"kariya.aichi.jp",ICANN,"*.kariya.aichi.jp",4,2
"kariya.aichi.jp",ICANN,"kariya.aichi.jp",4,2
"kasugai.aichi.jp",ICANN,"*.kasugai.aichi.jp",4,2
"kasugai.aichi.jp",ICANN,"kasugai.aichi.jp",4,2
"kira.aichi.jp",ICANN,"*.kira.aichi.jp",4,2
"kira.aichi.jp",ICANN,"kira.aichi.jp",4,2
"kiyosu.aichi.jp",ICANN,"*.kiyosu.aichi.jp",4,2
"kiyosu.aichi.jp",ICANN,"kiyosu.aichi.jp",4,2
"komaki.aichi.jp",ICANN,"*.komaki.aichi.jp",4,2
"komaki.aichi.jp",ICANN,"komaki.aichi.jp",4,2
"konan.aichi.jp",ICANN,"*.konan.aichi.jp",4,2
"konan.aichi.jp",ICANN,"konan.aichi.jp",4,2
"kota.aichi.jp",ICANN,"*.kota.aichi.jp",4,2
"kota.aichi.jp",ICANN,"kota.aichi.jp",4,2
"mihama.aichi.jp",ICANN,"*.mihama.aichi.jp",4,2
"mihama.aichi.jp",ICANN,"mihama.aichi.jp",4,2
"miyoshi.aichi.jp",ICANN,"*.miyoshi.aichi.jp",4,2
"miyoshi.aichi.jp",ICANN,"miyoshi.aichi.jp",4,2
"nishio.aichi.jp",ICANN,"*.nishio.aichi.jp",4,2
"nishio.aichi.jp",ICANN,"nishio.aichi.jp",4,2
"nisshin.aichi.jp",ICANN,"*.nisshin.aichi.jp",4,2
"nisshin.aichi.jp",ICANN,"nisshin.aichi.jp",4,2
"obu.aichi.jp",ICANN,"*.obu.aichi.jp",4,2
"obu.aichi.jp",ICANN,"obu.aichi.jp",4,2
"oguchi.aichi.jp",ICANN,"*.oguchi.aichi.jp",4,2
"oguchi.aichi.jp",ICANN,"oguchi.aichi.jp",4,2
"oharu.aichi.jp",ICANN,"*.oharu.aichi.jp",4,2
"oharu.aichi.jp",ICANN,"oharu.aichi.jp",4,2
"okazaki.aichi.jp",ICANN,"*.okazaki.aichi.jp",4,2
"okazaki.aichi.jp",ICANN,"okazaki.aichi.jp",4,2
"owariasahi.aichi.jp",ICANN,"*.owariasahi.aichi.jp",4,2
"owariasahi.aichi.jp",ICANN,"owariasahi.aichi.jp",4,2
"seto.aichi.jp",ICANN,"*.seto.aichi.jp",4,2
"seto.aichi.jp",ICANN,"seto.aichi.jp",4,2
"shikatsu.aichi.jp",ICANN,"*.shikatsu.aichi.jp",4,2
"shikatsu.aichi.jp",ICANN,"shikatsu.aichi.jp",4,2
"shinshiro.aichi.jp",ICANN,"*.shinshiro.aichi.jp",4,2
"shinshiro.aichi.jp",ICANN,"shinshiro.aichi.jp",4,2
"shitara.aichi.jp",ICANN,"*.shitara.aichi.jp",4,2
"shitara.aichi.jp",ICANN,"shitara.aichi.jp",4,2
"tahara.aichi.jp",ICANN,"*.tahara.aichi.jp",4,2
"tahara.aichi.jp",ICANN,"tahara.aichi.jp",4,2
"takahama.aichi.jp",ICANN,"*.takahama.aichi.jp",4,2
"takahama.aichi.jp",ICANN,"takahama.aichi.jp",4,2
"tobishima.aichi.jp",ICANN,"*.tobishima.aichi.jp",4,2
"tobishima.aichi.jp",ICANN,"tobishima.aichi.jp",4,2
"toei.aichi.jp",ICANN,"*.toei.aichi.jp",4,2
"toei.aichi.jp",ICANN,"toei.aichi.jp",4,2
"togo.aichi.jp",ICANN,"*.togo.aichi.jp",4,2
"togo.aichi.jp",ICANN,"togo.aichi.jp",4,2
"tokai.aichi.jp",ICANN,"*.tokai.aichi.jp",4,2
"tokai.aichi.jp",ICANN,"tokai.aichi.jp",4,2
"tokoname.aichi.jp",ICANN,"*.tokoname.aichi.jp",4,2
"tokoname.aichi.jp",ICANN,"tokoname.aichi.jp",4,2
"toyoake.aichi.jp",ICANN,"*.toyoake.aichi.jp",4,2
"toyoake.aichi.jp",ICANN,"toyoake.aichi.jp",4,2
"toyohashi.aichi.jp",ICANN,"*.toyohashi.aichi.jp",4,2
"toyohashi.aichi.jp",ICANN,"toyohashi.aichi.jp",4,2
"toyokawa.aichi.jp",ICANN,"*.toyokawa.aichi.jp",4,2
"toyokawa.aichi.jp",ICANN,"toyokawa.aichi.jp",4,2
"toyone.aichi.jp",ICANN,"*.toyone.aichi.jp",4,2
"toyone.aichi.jp",ICANN,"toyone.aichi.jp",4,2
"toyota.aichi.jp",ICANN,"*.toyota.aichi.jp",4,2
"toyota.aichi.jp",ICANN,"toyota.aichi.jp",4,2
"tsushima.aichi.jp",ICANN,"*.tsushima.aichi.jp",4,2
"tsushima.aichi.jp",ICANN,"tsushima.aichi.jp",4,2
"yatomi.aichi.jp",ICANN,"*.yatomi.aichi.jp",4,2
"yatomi.aichi.jp",ICANN,"yatomi.aichi.jp",4,2
"akita.akita.jp",ICANN,"*.akita.akita.jp",4,2
"akita.akita.jp",ICANN,"akita.akita.jp",4,2
"daisen.akita.jp",ICANN,"*.daisen.akita.jp",4,2
"daisen.akita.jp",ICANN,"daisen.akita.jp",4,2
"fujisato.akita.jp",ICANN,"*.fujisato.akita.jp",4,2
"fujisato.akita.jp",ICANN,"fujisato.akita.jp",4,2
"gojome.akita.jp",ICANN,"*.gojome.akita.jp",4,2
"gojome.akita.jp",ICANN,"gojome.akita.jp",4,2
"hachirogata.akita.jp",ICANN,"*.hachirogata.akita.jp",4,2
"hachirogata.akita.jp",ICANN,"hachirogata.akita.jp",4,2
"happou.akita.jp",ICANN,"*.happou.akita.jp",4,2
"happou.akita.jp",ICANN,"happou.akita.jp",4,2
"higashinaruse.akita.jp",ICANN,"*.higashinaruse.akita.jp",4,2
"higashinaruse.akita.jp",ICANN,"higashinaruse.akita.jp",4,2
"honjo.akita.jp",ICANN,"*.honjo.akita.jp",4,2
"honjo.akita.jp",ICANN,"honjo.akita.jp",4,2
"honjyo.akita.jp",ICANN,"*.honjyo.akita.jp",4,2
"honjyo.akita.jp",ICANN,"honjyo.akita.jp",4,2
"ikawa.akita.jp",ICANN,"*.ikawa.akita.jp",4,2
"ikawa.akita.jp",ICANN,"ikawa.akita.jp",4,2
"kamikoani.akita.jp",ICANN,"*.kamikoani.akita.jp",4,2
"kamikoani.akita.jp",ICANN,"kamikoani.akita.jp",4,2
"kamioka.akita.jp",ICANN,"*.kamioka.akita.jp",4,2
"kamioka.akita.jp",ICANN,"kamioka.akita.jp",4,2
"katagami.akita.jp",ICANN,"*.katagami.akita.jp",4,2
"katagami.akita.jp",ICANN,"katagami.akita.jp",4,2
"kazuno.akita.jp",ICANN,"*.kazuno.akita.jp",4,2
"kazuno.akita.jp",ICANN,"kazuno.akita.jp",4,2
"kitaakita.akita.jp",ICANN,"*.kitaakita.akita.jp",4,2
"kitaakita.akita.jp",ICANN,"kitaakita.akita.jp",4,2
"kosaka.akita.jp",ICANN,"*.kosaka.akita.jp",4,2
"kosaka.akita.jp",ICANN,"kosaka.akita.jp",4,2
"kyowa.akita.jp",ICANN,"*.kyowa.akita.jp",4,2
"kyowa.akita.jp",ICANN,"kyowa.akita.jp",4,2
"misato.akita.jp",ICANN,"*.misato.akita.jp",4,2
"misato.akita.jp",ICANN,"misato.akita.jp",4,2
"mitane.akita.jp",ICANN,"*.mitane.akita.jp",4,2
"mitane.akita.jp",ICANN,"mitane.akita.jp",4,2
"moriyoshi.akita.jp",ICANN,"*.moriyoshi.akita.jp",4,2
"moriyoshi.akita.jp",ICANN,"moriyoshi.akita.jp",4,2
"nikaho.akita.jp",ICANN,"*.nikaho.akita.jp",4,2
"nikaho.akita.jp",ICANN,"nikaho.akita.jp",4,2
"noshiro.akita.jp",ICANN,"*.noshiro.akita.jp",4,2
"noshiro.akita.jp",ICANN,"noshiro.akita.jp",4,2
"odate.akita.jp",ICANN,"*.odate.akita.jp",4,2
"odate.akita.jp",ICANN,"odate.akita.jp",4,2
"oga.akita.jp",ICANN,"*.oga.akita.jp",4,2
"oga.akita.jp",ICANN,"oga.akita.jp",4,2
"ogata.akita.jp",ICANN,"*.ogata.akita.jp",4,2
"ogata.akita.jp",ICANN,"ogata.akita.jp",4,2
"semboku.akita.jp",ICANN,"*.semboku.akita.jp",4,2
"semboku.akita.jp",ICANN,"semboku.akita.jp",4,2
"yokote.akita.jp",ICANN,"*.yokote.akita.jp",4,2
"yokote.akita.jp",ICANN,"yokote.akita.jp",4,2
"yurihonjo.akita.jp",ICANN,"*.yurihonjo.akita.jp",4,2
"yurihonjo.akita.jp",ICANN,"yurihonjo.akita.jp",4,2
"aomori.aomori.jp",ICANN,"*.aomori.aomori.jp",4,2
"aomori.aomori.jp",ICANN,"aomori.aomori.jp",4,2
"gonohe.aomori.jp",ICANN,"*.gonohe.aomori.jp",4,2
"gonohe.aomori.jp",ICANN,"gonohe.aomori.jp",4,2
"hachinohe.aomori.jp",ICANN,"*.hachinohe.aomori.jp",4,2
"hachinohe.aomori.jp",ICANN,"hachinohe.aomori.jp",4,2
"hashikami.aomori.jp",ICANN,"*.hashikami.aomori.jp",4,2
"hashikami.aomori.jp",ICANN,"hashikami.aomori.jp",4,2
"hiranai.aomori.jp",ICANN,"*.hiranai.aomori.jp",4,2
"hiranai.aomori.jp",ICANN,"hiranai.aomori.jp",4,2
"hirosaki.aomori.jp",ICANN,"*.hirosaki.aomori.jp",4,2
"hirosaki.aomori.jp",ICANN,"hirosaki.aomori.jp",4,2
"itayanagi.aomori.jp",ICANN,"*.itayanagi.aomori.jp",4,2
"itayanagi.aomori.jp",ICANN,"itayanagi.aomori.jp",4,2
"kuroishi.aomori.jp",ICANN,"*.kuroishi.aomori.jp",4,2
"kuroishi.aomori.jp",ICANN,"kuroishi.aomori.jp",4,2
"misawa.aomori.jp",ICANN,"*.misawa.aomori.jp",4,2
"misawa.aomori.jp",ICANN,"misawa.aomori.jp",4,2
"mutsu.aomori.jp",ICANN,"*.mutsu.aomori.jp",4,2
"mutsu.aomori.jp",ICANN,"mutsu.aomori.jp",4,2
"nakadomari.aomori.jp",ICANN,"*.nakadomari.aomori.jp",4,2
"nakadomari.aomori.jp",ICANN,"nakadomari.aomori.jp",4,2
"noheji.aomori.jp",ICANN,"*.noheji.aomori.jp",4,2
"noheji.aomori.jp",ICANN,"noheji.aomori.jp",4,2
"oirase.aomori.jp",ICANN,"*.oirase.aomori.jp",4,2
"oirase.aomori.jp",ICANN,"oirase.aomori.jp",4,2
"owani.aomori.jp",ICANN,"*.owani.aomori.jp",4,2
"owani.aomori.jp",ICANN,"owani.aomori.jp",4,2
"rokunohe.aomori.jp",ICANN,"*.rokunohe.aomori.jp",4,2
"rokunohe.aomori.jp",ICANN,"rokunohe.aomori.jp",4,2
"sannohe.aomori.jp",ICANN,"*.sannohe.aomori.jp",4,2
"sannohe.aomori.jp",ICANN,"sannohe.aomori.jp",4,2
"shichinohe.aomori.jp",ICANN,"*.shichinohe.aomori.jp",4,2
"shichinohe.aomori.jp",ICANN,"shichinohe.aomori.jp",4,2
"shingo.aomori.jp",ICANN,"*.shingo.aomori.jp",4,2
"shingo.aomori.jp",ICANN,"shingo.aomori.jp",4,2
"takko.aomori.jp",ICANN,"*.takko.aomori.jp",4,2
"takko.aomori.jp",ICANN,"takko.aomori.jp",4,2
"towada.aomori.jp",ICANN,"*.towada.aomori.jp",4,2
"towada.aomori.jp",ICANN,"towada.aomori.jp",4,2
"tsugaru.aomori.jp",ICANN,"*.tsugaru.aomori.jp",4,2
"tsugaru.aomori.jp",ICANN,"tsugaru.aomori.jp",4,2
"tsuruta.aomori.jp",ICANN,"*.tsuruta.aomori.jp",4,2
"tsuruta.aomori.jp",ICANN,"tsuruta.aomori.jp",4,2
"abiko.chiba.jp",ICANN,"*.abiko.chiba.jp",4,2
"abiko.chiba.jp",ICANN,"abiko.chiba.jp",4,2
"asahi.chiba.jp",ICANN,"*.asahi.chiba.jp",4,2
"asahi.chiba.jp",ICANN,"asahi.chiba.jp",4,2
"chonan.chiba.jp",ICANN,"*.chonan.chiba.jp",4,2
"chonan.chiba.jp",ICANN,"chonan.chiba.jp",4,2
"chosei.chiba.jp",ICANN,"*.chosei.chiba.jp",4,2
"chosei.chiba.jp",ICANN,"chosei.chiba.jp",4,2
"choshi.chiba.jp",ICANN,"*.choshi.chiba.jp",4,2
"choshi.chiba.jp",ICANN,"choshi.chiba.jp",4,2
"chuo.chiba.jp",ICANN,"*.chuo.chiba.jp",4,2
"chuo.chiba.jp",ICANN,"chuo.chiba.jp",4,2
"funabashi.chiba.jp",ICANN,"*.funabashi.chiba.jp",4,2
"funabashi.chiba.jp",ICANN,"funabashi.chiba.jp",4,2
"futtsu.chiba.jp",ICANN,"*.futtsu.chiba.jp",4,2
"futtsu.chiba.jp",ICANN,"futtsu.chiba.jp",4,2
"hanamigawa.chiba.jp",ICANN,"*.hanamigawa.chiba.jp",4,2
"hanamigawa.chiba.jp",ICANN,"hanamigawa.chiba.jp",4,2
"ichihara.chiba.jp",ICANN,"*.ichihara.chiba.jp",4,2
"ichihara.chiba.jp",ICANN,"ichihara.chiba.jp",4,2
"ichikawa.chiba.jp",ICANN,"*.ichikawa.chiba.jp",4,2
"ichikawa.chiba.jp",ICANN,"ichikawa.chiba.jp",4,2
"ichinomiya.chiba.jp",ICANN,"*.ichinomiya.chiba.jp",4,2
"ichinomiya.chiba.jp",ICANN,"ichinomiya.chiba.jp",4,2
"inzai.chiba.jp",ICANN,"*.inzai.chiba.jp",4,2
"inzai.chiba.jp",ICANN,"inzai.chiba.jp",4,2
"isumi.chiba.jp",ICANN,"*.isumi.chiba.jp",4,2
"isumi.chiba.jp",ICANN,"isumi.chiba.jp",4,2
"kamagaya.chiba.jp",ICANN,"*.kamagaya.chiba.jp",4,2
"kamagaya.chiba.jp",ICANN,"kamagaya.chiba.jp",4,2
"kamogawa.chiba.jp",ICANN,"*.kamogawa.chiba.jp",4,2
"kamogawa.chiba.jp",ICANN,"kamogawa.chiba.jp",4,2
"kashiwa.chiba.jp",ICANN,"*.kashiwa.chiba.jp",4,2
"kashiwa.chiba.jp",ICANN,"kashiwa.chiba.jp",4,2
"katori.chiba.jp",ICANN,"*.katori.chiba.jp",4,2
"katori.chiba.jp",ICANN,"katori.chiba.jp",4,2
"katsuura.chiba.jp",ICANN,"*.katsuura.chiba.jp",4,2
"katsuura.chiba.jp",ICANN,"katsuura.chiba.jp",4,2
"kimitsu.chiba.jp",ICANN,"*.kimitsu.chiba.jp",4,2
"kimitsu.chiba.jp",ICANN,"kimitsu.chiba.jp",4,2
"kisarazu.chiba.jp",ICANN,"*.kisarazu.chiba.jp",4,2
"kisarazu.chiba.jp",ICANN,"kisarazu.chiba.jp",4,2
"kozaki.chiba.jp",ICANN,"*.kozaki.chiba.jp",4,2
"kozaki.chiba.jp",ICANN,"kozaki.chiba.jp",4,2
"kujukuri.chiba.jp",ICANN,"*.kujukuri.chiba.jp",4,2
"kujukuri.chiba.jp",ICANN,"kujukuri.chiba.jp",4,2
"kyonan.chiba.jp",ICANN,"*.kyonan.chiba.jp",4,2
"kyonan.chiba.jp",ICANN,"kyonan.chiba.jp",4,2
"matsudo.chiba.jp",ICANN,"*.matsudo.chiba.jp",4,2
"matsudo.chiba.jp",ICANN,"matsudo.chiba.jp",4,2
"midori.chiba.jp",ICANN,"*.midori.chiba.jp",4,2
"midori.chiba.jp",ICANN,"midori.chiba.jp",4,2
"mihama.chiba.jp",ICANN,"*.mihama.chiba.jp",4,2
"mihama.chiba.jp",ICANN,"mihama.chiba.jp",4,2
"minamiboso.chiba.jp",ICANN,"*.minamiboso.chiba.jp",4,2
"minamiboso.chiba.jp",ICANN,"minamiboso.chiba.jp",4,2
"mobara.chiba.jp",ICANN,"*.mobara.chiba.jp",4,2
"mobara.chiba.jp",ICANN,"mobara.chiba.jp",4,2
"mutsuzawa.chiba.jp",ICANN,"*.mutsuzawa.chiba.jp",4,2
"mutsuzawa.chiba.jp",ICANN,"mutsuzawa.chiba.jp",4,2
"nagara.chiba.jp",ICANN,"*.nagara.chiba.jp",4,2
"nagara.chiba.jp",ICANN,"nagara.chiba.jp",4,2
"nagareyama.chiba.jp",ICANN,"*.nagareyama.chiba.jp",4,2
"nagareyama.chiba.jp",ICANN,"nagareyama.chiba.jp",4,2
"narashino.chiba.jp",ICANN,"*.narashino.chiba.jp",4,2
"narashino.chiba.jp",ICANN,"narashino.chiba.jp",4,2
"narita.chiba.jp",ICANN,"*.narita.chiba.jp",4,2
"narita.chiba.jp",ICANN,"narita.chiba.jp",4,2
"noda.chiba.jp",ICANN,"*.noda.chiba.jp",4,2
"noda.chiba.jp",ICANN,"noda.chiba.jp",4,2
"oamishirasato.chiba.jp",ICANN,"*.oamishirasato.chiba.jp",4,2
"oamishirasato.chiba.jp",ICANN,"oamishirasato.chiba.jp",4,2
"omigawa.chiba.jp",ICANN,"*.omigawa.chiba.jp",4,2
"omigawa.chiba.jp",ICANN,"omigawa.chiba.jp",4,2
"onjuku.chiba.jp",ICANN,"*.onjuku.chiba.jp",4,2
"onjuku.chiba.jp",ICANN,"onjuku.chiba.jp",4,2
"otaki.chiba.jp",ICANN,"*.otaki.chiba.jp",4,2
"otaki.chiba.jp",ICANN,"otaki.chiba.jp",4,2
"sakae.chiba.jp",ICANN,"*.sakae.chiba.jp",4,2
"sakae.chiba.jp",ICANN,"sakae.chiba.jp",4,2
"sakura.chiba.jp",ICANN,"*.sakura.chiba.jp",4,2
"sakura.chiba.jp",ICANN,"sakura.chiba.jp",4,2
"shimofusa.chiba.jp",ICANN,"*.shimofusa.chiba.jp",4,2
"shimofusa.chiba.jp",ICANN,"shimofusa.chiba.jp",4,2
"shirako.chiba.jp",ICANN,"*.shirako.chiba.jp",4,2
"shirako.chiba.jp",ICANN,"shirako.chiba.jp",4,2
"shiroi.chiba.jp",ICANN,"*.shiroi.chiba.jp",4,2
"shiroi.chiba.jp",ICANN,"shiroi.chiba.jp",4,2
"shisui.chiba.jp",ICANN,"*.shisui.chiba.jp",4,2
"shisui.chiba.jp",ICANN,"shisui.chiba.jp",4,2
"sodegaura.chiba.jp",ICANN,"*.sodegaura.chiba.jp",4,2
"sodegaura.chiba.jp",ICANN,"sodegaura.chiba.jp",4,2
"sosa.chiba.jp",ICANN,"*.sosa.chiba.jp",4,2
"sosa.chiba.jp",ICANN,"sosa.chiba.jp",4,2
"tako.chiba.jp",ICANN,"*.tako.chiba.jp",4,2
"tako.chiba.jp",ICANN,"tako.chiba.jp",4,2
"tateyama.chiba.jp",ICANN,"*.tateyama.chiba.jp",4,2
"tateyama.chiba.jp",ICANN,"tateyama.chiba.jp",4,2
"togane.chiba.jp",ICANN,"*.togane.chiba.jp",4,2
"togane.chiba.jp",ICANN,"togane.chiba.jp",4,2
"tohnosho.chiba.jp",ICANN,"*.tohnosho.chiba.jp",4,2
"tohnosho.chiba.jp",ICANN,"tohnosho.chiba.jp",4,2
"tomisato.chiba.jp",ICANN,"*.tomisato.chiba.jp",4,2
"tomisato.chiba.jp",ICANN,"tomisato.chiba.jp",4,2
"urayasu.chiba.jp",ICANN,"*.urayasu.chiba.jp",4,2
"urayasu.chiba.jp",ICANN,"urayasu.chiba.jp",4,2
"yachimata.chiba.jp",ICANN,"*.yachimata.chiba.jp",4,2
"yachimata.chiba.jp",ICANN,"yachimata.chiba.jp",4,2
"yachiyo.chiba.jp",ICANN,"*.yachiyo.chiba.jp",4,2
"yachiyo.chiba.jp",ICANN,"yachiyo.chiba.jp",4,2
"yokaichiba.chiba.jp",ICANN,"*.yokaichiba.chiba.jp",4,2
"yokaichiba.chiba.jp",ICANN,"yokaichiba.chiba.jp",4,2
"yokoshibahikari.chiba.jp",ICANN,"*.yokoshibahikari.chiba.jp",4,2
"yokoshibahikari.chiba.jp",ICANN,"yokoshibahikari.chiba.jp",4,2
"yotsukaido.chiba.jp",ICANN,"*.yotsukaido.chiba.jp",4,2
"yotsukaido.chiba.jp",ICANN,"yotsukaido.chiba.jp",4,2
"ainan.ehime.jp",ICANN,"*.ainan.ehime.jp",4,2
"ainan.ehime.jp",ICANN,"ainan.ehime.jp",4,2
"honai.ehime.jp",ICANN,"*.honai.ehime.jp",4,2
"honai.ehime.jp",ICANN,"honai.ehime.jp",4,2
"ikata.ehime.jp",ICANN,"*.ikata.ehime.jp",4,2
"ikata.ehime.jp",ICANN,"ikata.ehime.jp",4,2
"imabari.ehime.jp",ICANN,"*.imabari.ehime.jp",4,2
"imabari.ehime.jp",ICANN,"imabari.ehime.jp",4,2
"iyo.ehime.jp",ICANN,"*.iyo.ehime.jp",4,2
"iyo.ehime.jp",ICANN,"iyo.ehime.jp",4,2
"kamijima.ehime.jp",ICANN,"*.kamijima.ehime.jp",4,2
"kamijima.ehime.jp",ICANN,"kamijima.ehime.jp",4,2
"kihoku.ehime.jp",ICANN,"*.kihoku.ehime.jp",4,2
"kihoku.ehime.jp",ICANN,"kihoku.ehime.jp",4,2
"kumakogen.ehime.jp",ICANN,"*.kumakogen.ehime.jp",4,2
"kumakogen.ehime.jp",ICANN,"kumakogen.ehime.jp",4,2
"masaki.ehime.jp",ICANN,"*.masaki.ehime.jp",4,2
"masaki.ehime.jp",ICANN,"masaki.ehime.jp",4,2
"matsuno.ehime.jp",ICANN,"*.matsuno.ehime.jp",4,2
"matsuno.ehime.jp",ICANN,"matsuno.ehime.jp",4,2
"matsuyama.ehime.jp",ICANN,"*.matsuyama.ehime.jp",4,2
"matsuyama.ehime.jp",ICANN,"matsuyama.ehime.jp",4,2
"namikata.ehime.jp",ICANN,"*.namikata.ehime.jp",4,2
"namikata.ehime.jp",ICANN,"namikata.ehime.jp",4,2
"niihama.ehime.jp",ICANN,"*.niihama.ehime.jp",4,2
"niihama.ehime.jp",ICANN,"niihama.ehime.jp",4,2
"ozu.ehime.jp",ICANN,"*.ozu.ehime.jp",4,2
"ozu.ehime.jp",ICANN,"ozu.ehime.jp",4,2
"saijo.ehime.jp",ICANN,"*.saijo.ehime.jp",4,2
"saijo.ehime.jp",ICANN,"saijo.ehime.jp",4,2
"seiyo.ehime.jp",ICANN,"*.seiyo.ehime.jp",4,2
"seiyo.ehime.jp",ICANN,"seiyo.ehime.jp",4,2
"shikokuchuo.ehime.jp",ICANN,"*.shikokuchuo.ehime.jp",4,2
"shikokuchuo.ehime.jp",ICANN,"shikokuchuo.ehime.jp",4,2
"tobe.ehime.jp",ICANN,"*.tobe.ehime.jp",4,2
"tobe.ehime.jp",ICANN,"tobe.ehime.jp",4,2
"toon.ehime.jp",ICANN,"*.toon.ehime.jp",4,2
"toon.ehime.jp",ICANN,"toon.ehime.jp",4,2
"uchiko.ehime.jp",ICANN,"*.uchiko.ehime.jp",4,2
"uchiko.ehime.jp",ICANN,"uchiko.ehime.jp",4,2
"uwajima.ehime.jp",ICANN,"*.uwajima.ehime.jp",4,2
"uwajima.ehime.jp",ICANN,"uwajima.ehime.jp",4,2
"yawatahama.ehime.jp",ICANN,"*.yawatahama.ehime.jp",4,2
"yawatahama.ehime.jp",ICANN,"yawatahama.ehime.jp",4,2
"echizen.fukui.jp",ICANN,"*.echizen.fukui.jp",4,2
"echizen.fukui.jp",ICANN,"echizen.fukui.jp",4,2
"eiheiji.fukui.jp",ICANN,"*.eiheiji.fukui.jp",4,2
"eiheiji.fukui.jp",ICANN,"eiheiji.fukui.jp",4,2
"fukui.fukui.jp",ICANN,"*.fukui.fukui.jp",4,2
"fukui.fukui.jp",ICANN,"fukui.fukui.jp",4,2
"ikeda.fukui.jp",ICANN,"*.ikeda.fukui.jp",4,2
"ikeda.fukui.jp",ICANN,"ikeda.fukui.jp",4,2
"katsuyama.fukui.jp",ICANN,"*.katsuyama.fukui.jp",4,2
"katsuyama.fukui.jp",ICANN,"katsuyama.fukui.jp",4,2
"mihama.fukui.jp",ICANN,"*.mihama.fukui.jp",4,2
"mihama.fukui.jp",ICANN,"mihama.fukui.jp",4,2
"minamiechizen.fukui.jp",ICANN,"*.minamiechizen.fukui.jp",4,2
"minamiechizen.fukui.jp",ICANN,"minamiechizen.fukui.jp",4,2
"obama.fukui.jp",ICANN,"*.obama.fukui.jp",4,2
"obama.fukui.jp",ICANN,"obama.fukui.jp",4,2
"ohi.fukui.jp",ICANN,"*.ohi.fukui.jp",4,2
"ohi.fukui.jp",ICANN,"ohi.fukui.jp",4,2
"ono.fukui.jp",ICANN,"*.ono.fukui.jp",4,2
"ono.fukui.jp",ICANN,"ono.fukui.jp",4,2
"sabae.fukui.jp",ICANN,"*.sabae.fukui.jp",4,2
"sabae.fukui.jp",ICANN,"sabae.fukui.jp",4,2
"sakai.fukui.jp",ICANN,"*.sakai.fukui.jp",4,2
"sakai.fukui.jp",ICANN,"sakai.fukui.jp",4,2
"takahama.fukui.jp",ICANN,"*.takahama.fukui.jp",4,2
"takahama.fukui.jp",ICANN,"takahama.fukui.jp",4,2
"tsuruga.fukui.jp",ICANN,"*.tsuruga.fukui.jp",4,2
"tsuruga.fukui.jp",ICANN,"tsuruga.fukui.jp",4,2
"wakasa.fukui.jp",ICANN,"*.wakasa.fukui.jp",4,2
"wakasa.fukui.jp",ICANN,"wakasa.fukui.jp",4,2
"ashiya.fukuoka.jp",ICANN,"*.ashiya.fukuoka.jp",4,2
"ashiya.fukuoka.jp",ICANN,"ashiya.fukuoka.jp",4,2
"buzen.fukuoka.jp",ICANN,"*.buzen.fukuoka.jp",4,2
"buzen.fukuoka.jp",ICANN,"buzen.fukuoka.jp",4,2
"chikugo.fukuoka.jp",ICANN,"*.chikugo.fukuoka.jp",4,2
"chikugo.fukuoka.jp",ICANN,"chikugo.fukuoka.jp",4,2
"chikuho.fukuoka.jp",ICANN,"*.chikuho.fukuoka.jp",4,2
"chikuho.fukuoka.jp",ICANN,"chikuho.fukuoka.jp",4,2
"chikujo.fukuoka.jp",ICANN,"*.chikujo.fukuoka.jp",4,2
"chikujo.fukuoka.jp",ICANN,"chikujo.fukuoka.jp",4,2
"chikushino.fukuoka.jp",ICANN,"*.chikushino.fukuoka.jp",4,2
"chikushino.fukuoka.jp",ICANN,"chikushino.fukuoka.jp",4,2
"chikuzen.fukuoka.jp",ICANN,"*.chikuzen.fukuoka.jp",4,2
"chikuzen.fukuoka.jp",ICANN,"chikuzen.fukuoka.jp",4,2
"chuo.fukuoka.jp",ICANN,"*.chuo.fukuoka.jp",4,2
"chuo.fukuoka.jp",ICANN,"chuo.fukuoka.jp",4,2
"dazaifu.fukuoka.jp",ICANN,"*.dazaifu.fukuoka.jp",4,2
"dazaifu.fukuoka.jp",ICANN,"dazaifu.fukuoka.jp",4,2
"fukuchi.fukuoka.jp",ICANN,"*.fukuchi.fukuoka.jp",4,2
